Status,Last Updated,Jurisdiction Status,Jurisdiction Last Updated,State,County,Jurisdiction,Parent Jurisdiction,Abbreviated District Name,Full District Name,Effective Start Date,Changed or Expired,District Mapped,District Mapped But Extinct,Overlay,Type of Zoning District,Affordable Housing District,Elderly Housing District,1-Family Treatment,2-Family Treatment,3-Family Treatment,4+-Family Treatment,1-Family Min. Lot,1-Family Min. Lot Units,1-Family Front Setback,1-Family Front Setback Units,1-Family Side Setback,1-Family Side Setback Units,1-Family Rear Setback,1-Family Rear Setback Units,1-Family Max. Lot Coverage - Buildings,1-Family Max. Lot Coverage - Buildings Units,1-Family Max. Lot Coverage - Buildings & Impervious Surface,1-Family Max. Lot Coverage - Buildings & Impervious Surface Units,1-Family Min. # Parking Spaces,1-Family Min. # Parking Spaces Units,1-Family Max. Stories,1-Family Max. Stories Units,1-Family Max. Height,1-Family Max. Height Units,1-Family Floor to Area Ratio,1-Family Floor to Area Ratio Units,1-Family Min. Unit Size,1-Family Min. Unit Size Units,2-Family Affordable Housing Only,2-Family Elderly Housing Only,2-Family Min. Lot,2-Family Min. Lot Units,2-Family Max. Density,2-Family Max. Density Units,2-Family Front Setback,2-Family Front Setback Units,2-Family Side Setback,2-Family Side Setback Units,2-Family Rear Setback,2-Family Rear Setback Units,2-Family Max. Lot Coverage - Buildings,2-Family Max. Lot Coverage - Buildings Units,2-Family Max. Lot Coverage - Buildings & Impervious Surface,2-Family Max. Lot Coverage - Buildings & Impervious Surface Units,2-Family Min. # Parking Spaces Per Studio or 1BR,2-Family Min. # Parking Spaces Per Studio or 1BR Units,2-Family Min. # Parking Spaces Per 2+ BR,2-Family Min. # Parking Spaces Per 2+ BR Units,2-Family Max. Stories,2-Family Max. Stories Units,2-Family Max. Height,2-Family Max. Height Units,2-Family Floor to Area Ratio,2-Family Floor to Area Ratio Units,2-Family Min. Unit Size,2-Family Min. Unit Size Units,3-Family Affordable Housing Only,3-Family Elderly Housing Only,3-Family Min. Lot,3-Family Min. Lot Units,3-Family Max. Density,3-Family Max. Density Units,3-Family Front Setback,3-Family Front Setback Units,3-Family Side Setback,3-Family Side Setback Units,3-Family Rear Setback,3-Family Rear Setback Units,3-Family Max. Lot Coverage - Buildings,3-Family Max. Lot Coverage - Buildings Units,3-Family Max. Lot Coverage - Buildings & Impervious Surface,3-Family Max. Lot Coverage - Buildings & Impervious Surface Units,3-Family Min. # Parking Spaces Per Studio or 1BR,3-Family Min. # Parking Spaces Per Studio or 1BR Units,3-Family Min. # Parking Spaces Per 2+ BR,3-Family Min. # Parking Spaces Per 2+ BR Units,3-Family Connection to Sewer and/or Water Required,3-Family Connection or Proximity to Public Transit Required,3-Family Max. Stories,3-Family Max. Stories Units,3-Family Max. Height,3-Family Max. Height Units,3-Family Floor to Area Ratio,3-Family Floor to Area Ratio Units,3-Family Min. Unit Size,3-Family Min. Unit Size Units,3-Family Max. Bedrooms Per Unit,3-Family Max. Bedrooms Per Unit Units,4+-Family Affordable Housing Only,4+-Family Elderly Housing Only,4+-Family Min. Lot,4+-Family Min. Lot Units,4+-Family Max. Density,4+-Family Max. Density Units,4+-Family Front Setback,4+-Family Front Setback Units,4+-Family Side Setback,4+-Family Side Setback Units,4+-Family Rear Setback,4+-Family Rear Setback Units,4+-Family Max. Lot Coverage - Buildings,4+-Family Max. Lot Coverage - Buildings Units,4+-Family Max. Lot Coverage - Buildings & Impervious Surface,4+-Family Max. Lot Coverage - Buildings & Impervious Surface Units,4+-Family Min. # Parking Spaces Per Studio or 1BR,4+-Family Min. # Parking Spaces Per Studio or 1BR Units,4+-Family Min. # Parking Spaces Per 2+ BR,4+-Family Min. # Parking Spaces Per 2+ BR Units,4+-Family Connection to Sewer and/or Water Required,4+-Family Connection or Proximity to Public Transit Required,4+-Family Max. Stories,4+-Family Max. Stories Units,4+-Family Max. Height,4+-Family Max. Height Units,4+-Family Floor to Area Ratio,4+-Family Floor to Area Ratio Units,4+-Family Min. Unit Size,4+-Family Min. Unit Size Units,4+-Family Max. Bedrooms,4+-Family Max. Bedrooms Units,4+-Family Max. Units,4+-Family Max. Units Units,Affordable Housing (AH) Treatment,AH - Definition,AH - Elderly Housing Only,AH Min. Lot,AH Min. Lot Units,AH Max. Density,AH Max. Density Units,AH Min. Parking Spaces Per Studio or 1BR,AH Min. Parking Spaces Per Studio or 1BR Units,AH Min. Parking Spaces Per 2+ BR,AH Min. Parking Spaces Per 2+ BR Units,AH Connection to Sewer and/or Water Required,AH Connection or Proximity to Public Transit Required,AH Min. Unit Size,AH Min. Unit Size Units,AH Max. Bedrooms,AH Max. Bedrooms Units,AH Max. Units,AH Max. Units Units,Accessory Dwelling Unit (ADU) Treatment,ADU Employee or Family Occupancy Required,ADU Renter Occupancy Prohibited,ADU Owner Occupancy Required,ADU Elderly Housing Only,ADU Min. Lot,ADU Min. Lot Units,ADU Min. Parking Spaces,ADU Min. Parking Spaces Units,"ADU Restricted to Only Primary Structure (i.e., No Outbuildings like Garages)",ADU Max. Percent Main Unit,ADU Max. Percent Main Unit Units,ADU Max. Size,ADU Max. Size Units,ADU Max. Bedrooms,ADU Max. Bedrooms Units,Planned Residential Development (PRD) Treatment,Mobile or Manufactured Home Park (Y/N),PRD Min. Lot,PRD Min. Lot Units,PRD Max. Density,PRD Max. Density Units,PRD Max. Units,PRD Max. Units Units,Special Notes,Tooltip Notes
Completed,2023-09-12,Published,2023-09-13,Hawaii,Maui County,Maui County,,PK(GC),PK/GC Park Golf Course,2023-08-08,,Yes,Yes,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,Acres,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Prohibited,No,,Acres per PRD,,Units per Acre,,Units per PRD,,
Completed,2023-09-12,Published,2023-09-13,Hawaii,Maui County,Maui County,,P/QP-MRA,Public/Quasi-Public - Wailuku Redevelopment Area,2023-08-08,,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,Acres,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Prohibited,No,,Acres per PRD,,Units per Acre,,Units per PRD,,
Completed,2023-09-12,Published,2023-09-13,Hawaii,Maui County,Maui County,,R,R Rural,2023-08-08,,Yes,Yes,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.5,Acres,25,Feet,15,Feet,15,Feet,,N/A,,Alternatives,"2 + 1/add'l 1,000 sqft",Alternatives,,Stories,,Feet,,Alternatives,,Alternatives,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,No,No,0.5,Acres,1,Parking Spaces Add'l to Main Unit,No,,Alternatives,840 (see note),Alternatives,,Alternatives,Allowed/Conditional,No,"3 (if within the State Urban District, 10 if not within)",Alternatives,Base Standard,Alternatives,,Alternatives,ADU max depends on lot size,
Completed,2023-09-12,Published,2023-09-13,Hawaii,Maui County,Maui County,,R-0,R-0 Zero Lot Line Residential,2023-08-08,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.06,Acres,10,Feet,See Special Notes,Alternatives,See Special Notes,Alternatives,,N/A,,Alternatives,"2 + 1/add'l 1,000 sqft",Alternatives,2,Stories,30,Feet,,Alternatives,,Alternatives,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,The purpose and intent of the R-O zero lot line residential district is to encourage affordable housing in a district which retains the character of a single-family residential district with cost savings attributable to less street frontage per zoning lot and smaller lot sizes.,No,,Alternatives,,Alternatives,,Alternatives,,Alternatives,No,No,,Alternatives,,Alternatives,,Alternatives,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Allowed/Conditional,No,"3 (if within the State Urban District, 10 if not within)",Alternatives,Base standard,Alternatives,,Alternatives,"R-0 applies to all of Maui County except the island of Molokai; Additional setback standards: Access Yard Setback Line. There shall be an access yard setback line of fifteen feet; Zero Lot Line. Not more than one zero lot line shall be permitted in accordance with the standards established in this chapter; provided that no other zero lot line shall be permitted to allow two private garages or carports on two abutting lots to adjoin; Setback for Alternating Zero Lot Lines. For lots where a zero lot line of a lot is not adjoined by a zero lot line of an adjacent lot, this adjacent lot shall provide a ten-foot setback line that shall include within the setback a five-foot wide maintenance easement pursuant to section 19.84.050 of this chapter; Other Setback Lines. Except for the front setback line, access yard setback line, zero lot lines, and setback for alternating zero lot lines, there shall be setbacks from all other lot lines of not less than six feet for a lot upon which a one-story dwelling unit is built and not less than ten feet for a lot upon which a two-story dwelling unit is built; and Additional Yard. Except for the front setback line and the zero setback line and the alternating zero setback lines, there shall be at least one other yard of not less than two hundred twenty-five square feet with a width of ten feet.",
Completed,2023-09-06,Published,2023-09-13,Hawaii,Maui County,Maui County,,R-1,R-1 Residential,2023-08-08,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.14,Acres,15,Feet,6 (10 for 2 story buildings),Alternatives,6 (10 for 2 story buildings),Alternatives,,N/A,,Alternatives,"2 + 1/add'l 1,000 sqft",Alternatives,2,Stories,30,Feet,,Alternatives,,Alternatives,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,No,No,0.14,Acres,1,Parking Spaces Add'l to Main Unit,No,,Alternatives,500,Square Feet,,Alternatives,Allowed/Conditional,No,"3 (if within the State Urban District, 10 if not within), 0.41 - cluster ",Alternatives,"7.26; Cluster housing - total project area / 6,000 sf",Alternatives,; Cluster housing - max 8 units in one structure,Alternatives,,
Completed,2023-09-12,Published,2023-09-13,Hawaii,Maui County,Maui County,,R-2,R-2 Residential,2023-08-08,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.17,Acres,15,Feet,6 (10 for 2 story buildings),Alternatives,6 (10 for 2 story buildings),Alternatives,,N/A,,Alternatives,"2 + 1/add'l 1,000 sqft",Alternatives,2,Stories,30,Feet,,Alternatives,,Alternatives,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,No,No,0.17,Acres,1,Parking Spaces Add'l to Main Unit,No,,Alternatives,600,Square Feet,,Alternatives,Allowed/Conditional,No,"3 (if within the State Urban District, 10 if not within), 0.51 - cluster ho",Alternatives,"5.81; Cluster housing - total project area / 7,500 sf",Alternatives,; Cluster housing - max 8 units in one structure,Alternatives,,
Completed,2023-09-12,Published,2023-09-13,Hawaii,Maui County,Maui County,,R-3,R-3 Residential,2023-08-08,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.23,Acres,15,Feet,6 (10 for 2 story buildings),Alternatives,6 (10 for 2 story buildings),Alternatives,,N/A,,Alternatives,"2 + 1/add'l 1,000 sqft",Alternatives,2,Stories,30,Feet,,Alternatives,,Alternatives,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,No,No,0.23,Acres,1,Parking Spaces Add'l to Main Unit,No,,Alternatives,720 (see note),Alternatives,,Alternatives,Allowed/Conditional,No,"3 (if within the State Urban District, 10 if not within), 0.69 - cluster ho",Alternatives,"4.36; Cluster housing - total project area / 10,000 sf",Alternatives,; Cluster housing - max 8 units in one structure,Alternatives,"ADU maximum size: 10,000 to 21,779 sq ft: 720 sq ft, 21,780 to 43,559 sq ft: 840 sq ft, 43,560 to 87,119 sq ft: 960 sq, 87,120 sq ft or more: 1,200 sq ft",
Completed,2023-09-12,Published,2023-09-13,Hawaii,Maui County,Maui County,,RES-MRA,Residential - Wailuku Redevelopment Area,2023-08-08,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.14,Acres,15,Feet,10,Feet,15,Feet,,Percent,,Percent,"2 + 1/add'l 1,000 sqft",Alternatives,2,Stories,30,Feet,,Ratio,,Square Feet,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,No,No,,Acres,1,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,500,Square Feet,,Bedrooms per Unit,Allowed/Conditional,No,3; 10 if outside State Urban District,Contextual,Base Standard,Contextual,,Units per PRD,,
Completed,2023-09-12,Published,2023-09-13,Hawaii,Maui County,Maui County,,RU-0.5,RU-0.5 Rural - 1/2 Acre,2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.5,Acres,25,Feet,15,Feet,15,Feet,,Alternatives,,Alternatives,"2 + 1/add'l 1,000 sqft",Alternatives,2,Stories,30,Feet,,Alternatives,,Alternatives,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,No,No,0.5,Acres,1,Parking Spaces Add'l to Main Unit,No,,Alternatives,840 (see note),Alternatives,,Alternatives,Allowed/Conditional,No,"3 (if within the State Urban District, 10 if not within)",Alternatives,Base Standard,Alternatives,,Alternatives,ADU max depends on lot size,
Completed,2023-09-12,Published,2023-09-13,Hawaii,Maui County,Maui County,,RU-1.0,RU-1.0 Rural - 1 Acre,2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,Acres,35,Feet,20,Feet,20,Feet,,Alternatives,,Alternatives,"2 + 1/add'l 1,000 sqft",Alternatives,2,Stories,30,Feet,,Alternatives,,Alternatives,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,No,No,1,Acres,1,Parking Spaces Add'l to Main Unit,No,,Alternatives,960 (see note),Alternatives,,Alternatives,Allowed/Conditional,No,"3 (if within the State Urban District, 10 if not within)",Alternatives,4.36,Units per Acre,,Alternatives,ADU max depends on lot size,
Completed,2023-09-06,Published,2023-09-13,Hawaii,Maui County,Maui County,,SBR,SBR - Service Business Residential,2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.14,Acres,15,Feet,6,Feet,10,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,Not listed,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,0.14,Acres per 2-Family,,Alternatives,15,Feet,15,Feet,15,Feet,35,Percent,35,Percent,"2 + 1/add'l 1,000 sqft",Alternatives,"2 + 1/add'l 1,000 sqft",Alternatives,,Alternatives,30,Feet,,Alternatives,,Alternatives,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,No,No,0.14,Acres,1,Parking Spaces Add'l to Main Unit,No,,Alternatives,500,Square Feet,,Alternatives,Allowed/Conditional,No,"3 (if within the State Urban District, 10 if not within)",Alternatives,Base Standard,Alternatives,,Alternatives,,
Completed,2023-09-06,Published,2023-09-13,Hawaii,Maui County,Maui County,,UR,UR Urban Reserve,2023-08-08,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.14,Acres,15,Feet,6,Feet,6,Feet,,Alternatives,,Alternatives,"2 + 1/add'l 1,000 sqft",Alternatives,2,Stories,30,Feet,,Alternatives,,Alternatives,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,No,No,0.14,Acres,1,Parking Spaces Add'l to Main Unit,No,,Alternatives,500,Square Feet,,Alternatives,Allowed/Conditional,No,"3 (if within the State Urban District, 10 if not within)",Alternatives,Base Standard,Alternatives,,Alternatives,This district is prohibited on Moloka'i,
Completed,2023-09-12,Published,2023-09-13,Hawaii,Maui County,Maui County,,WCT,Waikapu Country Town District,2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.03,Acres,5,Feet,,Feet,5,Feet,,Percent,,Percent,,Spaces per Unit,,Stories,40,Feet,,Ratio,,Square Feet,No,No,0.11,Acres per 2-Family,,Units per Acre,5,Feet,6,Feet,5,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,35,Feet,,Ratio,,Square Feet,No,No,0.11,Acres per 3-Family,,Units per Acre,5,Feet,10,Feet,5,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,40,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,0.11,Acres per 4+-Family,,Units per Acre,5,Feet,10,Feet,5,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,40,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Not Mentioned,No,,Acres per PRD,,Units per Acre,,Units per PRD,,Form-based district (Ch. 19.96)
